lgu_idx,lgu_name,province,region,match_type,matched_to,psgc_muni_code,similarity
82,Caloocan City,Metro Manila,NCR,independent_city,City of Caloocan,1380100000.0,1.0
83,Las Piñas City,Metro Manila,NCR,independent_city,City of Las Piñas,1380200000.0,1.0
84,Makati City,Metro Manila,NCR,independent_city,City of Makati,1380300000.0,1.0
85,Malabon City,Metro Manila,NCR,independent_city,City of Malabon,1380400000.0,1.0
86,Mandaluyong City,Metro Manila,NCR,independent_city,City of Mandaluyong,1380500000.0,1.0
87,Manila City,Metro Manila,NCR,unmatched,Malate,,0.6666666666666666
88,Marikina City,Metro Manila,NCR,independent_city,City of Marikina,1380700000.0,1.0
89,Muntinlupa City,Metro Manila,NCR,independent_city,City of Muntinlupa,1380800000.0,1.0
90,Navotas City,Metro Manila,NCR,independent_city,City of Navotas,1380900000.0,1.0
91,Parañaque City,Metro Manila,NCR,independent_city,City of Parañaque,1381000000.0,1.0
92,Pasay City,Metro Manila,NCR,independent_city,Pasay City,1381100000.0,1.0
93,Pasig City,Metro Manila,NCR,independent_city,City of Pasig,1381200000.0,1.0
94,Quezon City,Metro Manila,NCR,fuzzy_region_only,Quezon City,1381300000.0,1.0
95,San Juan City,Metro Manila,NCR,independent_city,City of San Juan,1381400000.0,1.0
96,Taguig City,Metro Manila,NCR,independent_city,City of Taguig,1381500000.0,1.0
97,Valenzuela City,Metro Manila,NCR,independent_city,City of Valenzuela,1381600000.0,1.0
98,Baguio City,Benguet,CAR,independent_city,City of Baguio,1430300000.0,1.0
99,Tabuk City,Kalinga,CAR,exact,City of Tabuk ,1403213000.0,1.0
100,Alaminos City,Pangasinan,Region I,exact,City of Alaminos,105503000.0,1.0
101,Batac City,Ilocos Norte,Region I,exact,City of Batac,102805000.0,1.0
102,Candon City,Ilocos Sur,Region I,exact,City of Candon,102906000.0,1.0
103,Dagupan City,Pangasinan,Region I,exact,City of Dagupan,105518000.0,1.0
104,Laoag City,Ilocos Norte,Region I,exact,City of Laoag ,102812000.0,1.0
105,San Carlos City,Pangasinan,Region I,exact,City of San Carlos,105532000.0,1.0
106,San Fernando City,La Union,Region I,exact,City of San Fernando ,103314000.0,1.0
107,Urdaneta City,Pangasinan,Region I,exact,City of Urdaneta,105546000.0,1.0
108,Vigan City,Ilocos Sur,Region I,exact,City of Vigan ,102934000.0,1.0
109,Cauayan City,Isabela,Region II,exact,City of Cauayan,203108000.0,1.0
110,Ilagan City,Isabela,Region II,exact,City of Ilagan ,203114000.0,1.0
111,Santiago City,Isabela,Region II,exact,City of Santiago,203135000.0,1.0
112,Tuguegarao City,Cagayan,Region II,exact,Tuguegarao City ,201529000.0,1.0
113,Angeles City,Pampanga,Region III,exact,City of Angeles,330100000.0,1.0
114,Balanga City,Bataan,Region III,exact,City of Balanga ,300803000.0,1.0
115,Cabanatuan City,Nueva Ecija,Region III,exact,City of Cabanatuan,304903000.0,1.0
116,Gapan City,Nueva Ecija,Region III,exact,City of Gapan,304908000.0,1.0
117,Mabalacat City,Pampanga,Region III,exact,Mabalacat City,305409000.0,1.0
118,Malolos City,Bulacan,Region III,exact,City of Malolos ,301410000.0,1.0
119,Meycauayan City,Bulacan,Region III,exact,City of Meycauayan,301412000.0,1.0
120,Olongapo City,Zambales,Region III,independent_city,City of Olongapo,331400000.0,1.0
121,Palayan City,Nueva Ecija,Region III,exact,City of Palayan ,304919000.0,1.0
122,San Fernando City,Pampanga,Region III,exact,City of San Fernando ,305416000.0,1.0
123,San Jose City,Nueva Ecija,Region III,exact,San Jose City,304926000.0,1.0
124,San Jose Del Monte City,Bulacan,Region III,exact,City of San Jose Del Monte,301420000.0,1.0
125,Science City of Muñoz,Nueva Ecija,Region III,exact,Science City of Muñoz,304917000.0,1.0
126,Tarlac City,Tarlac,Region III,exact,City of Tarlac ,306916000.0,1.0
127,Antipolo City,Rizal,Region IV-A,exact,City of Antipolo ,405802000.0,1.0
128,Bacoor City,Cavite,Region IV-A,exact,City of Bacoor,402103000.0,1.0
129,Batangas City,Batangas,Region IV-A,exact,Batangas City ,401005000.0,1.0
130,Biñan City,Laguna,Region IV-A,exact,City of Biñan,403403000.0,1.0
131,Cabuyao City,Laguna,Region IV-A,exact,City of Cabuyao,403404000.0,1.0
132,Calamba City,Laguna,Region IV-A,exact,City of Calamba,403405000.0,1.0
133,Cavite City,Cavite,Region IV-A,exact,City of Cavite,402105000.0,1.0
134,Dasmariñas City,Cavite,Region IV-A,exact,City of Dasmariñas,402106000.0,1.0
135,General Trias City,Cavite,Region IV-A,exact,City of General Trias,402108000.0,1.0
136,Imus City,Cavite,Region IV-A,exact,City of Imus,402109000.0,1.0
137,Lipa City,Batangas,Region IV-A,exact,City of Lipa,401014000.0,1.0
138,Lucena City,Quezon,Region IV-A,independent_city,City of Lucena ,431200000.0,1.0
139,San Pablo City,Laguna,Region IV-A,exact,City of San Pablo,403424000.0,1.0
140,San Pedro City,Laguna,Region IV-A,exact,City of San Pedro,403425000.0,1.0
141,Santa Rosa City,Laguna,Region IV-A,exact,City of Santa Rosa,403428000.0,1.0
142,Santo Tomas City,Batangas,Region IV-A,fuzzy_region+province,City of Sto. Tomas,401028000.0,0.8571428571428571
143,Tagaytay City,Cavite,Region IV-A,exact,City of Tagaytay,402119000.0,1.0
144,Tanauan City,Batangas,Region IV-A,exact,City of Tanauan,401031000.0,1.0
145,Tayabas City,Quezon,Region IV-A,exact,City of Tayabas,405647000.0,1.0
146,Trece Martires City,Cavite,Region IV-A,exact,City of Trece Martires ,402122000.0,1.0
147,Calapan City,Oriental Mindoro,MIMAROPA Region,exact,City of Calapan ,1705205000.0,1.0
148,Puerto Princesa City,Palawan,MIMAROPA Region,independent_city,City of Puerto Princesa ,1731500000.0,1.0
149,Iriga City,Camarines Sur,Region V,exact,City of Iriga,501716000.0,1.0
150,Legazpi City,Albay,Region V,exact,City of Legazpi ,500506000.0,1.0
151,Ligao City,Albay,Region V,exact,City of Ligao,500508000.0,1.0
152,Masbate City,Masbate,Region V,exact,City of Masbate ,504111000.0,1.0
153,Naga City,Camarines Sur,Region V,exact,City of Naga,501724000.0,1.0
154,Sorsogon City,Sorsogon,Region V,exact,City of Sorsogon ,506216000.0,1.0
155,Tabaco City,Albay,Region V,exact,City of Tabaco,500517000.0,1.0
156,Bacolod City,Negros Occidental,Region VI,independent_city,City of Bacolod ,1830200000.0,1.0
157,Bago City,Negros Occidental,Region VI,exact_cross_region,City of Bago,1804502000.0,1.0
158,Cadiz City,Negros Occidental,Region VI,exact_cross_region,City of Cadiz,1804504000.0,1.0
159,Escalante City,Negros Occidental,Region VI,exact_cross_region,City of Escalante,1804509000.0,1.0
160,Himamaylan City,Negros Occidental,Region VI,exact_cross_region,City of Himamaylan,1804510000.0,1.0
161,Iloilo City,Iloilo,Region VI,exact,City of Iloilo ,631000000.0,1.0
162,Kabankalan City,Negros Occidental,Region VI,exact_cross_region,City of Kabankalan,1804515000.0,1.0
163,La Carlota City,Negros Occidental,Region VI,exact_cross_region,City of La Carlota,1804516000.0,1.0
164,Passi City,Iloilo,Region VI,exact,City of Passi,603035000.0,1.0
165,Roxas City,Capiz,Region VI,exact,City of Roxas ,601914000.0,1.0
166,Sagay City,Negros Occidental,Region VI,exact_cross_region,City of Sagay,1804523000.0,1.0
167,San Carlos City,Negros Occidental,Region VI,exact_cross_region,City of San Carlos,1804524000.0,1.0
168,Silay City,Negros Occidental,Region VI,exact_cross_region,City of Silay,1804526000.0,1.0
169,Sipalay City,Negros Occidental,Region VI,exact_cross_region,City of Sipalay,1804527000.0,1.0
170,Talisay City,Negros Occidental,Region VI,exact_cross_region,City of Talisay,1804528000.0,1.0
171,Victorias City,Negros Occidental,Region VI,exact_cross_region,City of Victorias,1804531000.0,1.0
172,Bais City,Negros Oriental,Region VII,exact_cross_region,City of Bais,1804604000.0,1.0
173,Bayawan City,Negros Oriental,Region VII,exact_cross_region,City of Bayawan,1804606000.0,1.0
174,Bogo City,Cebu,Region VII,exact,City of Bogo,702211000.0,1.0
175,Canlaon City,Negros Oriental,Region VII,exact_cross_region,City of Canlaon,1804608000.0,1.0
176,Carcar City,Cebu,Region VII,exact,City of Carcar,702214000.0,1.0
177,Cebu City,Cebu,Region VII,exact,City of Cebu ,730600000.0,1.0
178,Danao City,Cebu,Region VII,exact,Danao City,702223000.0,1.0
179,Dumaguete City,Negros Oriental,Region VII,exact_cross_region,City of Dumaguete ,1804610000.0,1.0
180,Guihulngan City,Negros Oriental,Region VII,exact_cross_region,City of Guihulngan,1804611000.0,1.0
181,Lapu-Lapu City,Cebu,Region VII,independent_city,City of Lapu-Lapu,731100000.0,1.0
182,Mandaue City,Cebu,Region VII,independent_city,City of Mandaue,731300000.0,1.0
183,Naga City,Cebu,Region VII,exact,City of Naga,702234000.0,1.0
184,Tagbilaran City,Bohol,Region VII,exact,City of Tagbilaran ,701242000.0,1.0
185,Talisay City,Cebu,Region VII,exact,City of Talisay,702250000.0,1.0
186,Tanjay City,Negros Oriental,Region VII,exact_cross_region,City of Tanjay,1804621000.0,1.0
187,Toledo City,Cebu,Region VII,exact,City of Toledo,702251000.0,1.0
188,Baybay City,Leyte,Region VIII,exact,City of Baybay,803708000.0,1.0
189,Borongan City,Eastern Samar,Region VIII,exact,City of Borongan ,802604000.0,1.0
190,Calbayog City,Samar,Region VIII,exact,City of Calbayog,806003000.0,1.0
191,Catbalogan City,Samar,Region VIII,exact,City of Catbalogan ,806005000.0,1.0
192,Maasin City,Southern Leyte,Region VIII,exact,City of Maasin ,806407000.0,1.0
193,Ormoc City,Leyte,Region VIII,exact,Ormoc City,803738000.0,1.0
194,Tacloban City,Leyte,Region VIII,independent_city,City of Tacloban ,831600000.0,1.0
195,Dapitan City,Zamboanga Del Norte,Region IX,exact,City of Dapitan,907201000.0,1.0
196,Dipolog City,Zamboanga Del Norte,Region IX,exact,City of Dipolog ,907202000.0,1.0
197,Isabela City,Basilan,Region IX,independent_city,City of Isabela,990101000.0,1.0
198,Pagadian City,Zamboanga Del Sur,Region IX,exact,City of Pagadian ,907322000.0,1.0
199,Zamboanga City,Zamboanga Del Sur,Region IX,independent_city,City of Zamboanga,931700000.0,1.0
200,Cagayan De Oro City,Misamis Oriental,Region X,independent_city,City of Cagayan De Oro ,1030500000.0,1.0
201,El Salvador City,Misamis Oriental,Region X,exact,City of El Salvador,1004307000.0,1.0
202,Gingoog City,Misamis Oriental,Region X,exact,City of Gingoog,1004308000.0,1.0
203,Iligan City,Lanao Del Norte,Region X,independent_city,City of Iligan,1030900000.0,1.0
204,Malaybalay City,Bukidnon,Region X,exact,City of Malaybalay ,1001312000.0,1.0
205,Oroquieta City,Misamis Occidental,Region X,exact,City of Oroquieta ,1004209000.0,1.0
206,Ozamis City,Misamis Occidental,Region X,fuzzy_region+province,City of Ozamiz,1004210000.0,0.8333333333333334
207,Tangub City,Misamis Occidental,Region X,exact,City of Tangub,1004215000.0,1.0
208,Valencia City,Bukidnon,Region X,exact,City of Valencia,1001321000.0,1.0
209,Davao City,Davao Del Sur,Region XI,independent_city,City of Davao,1130700000.0,1.0
210,Digos City,Davao Del Sur,Region XI,exact,City of Digos ,1102403000.0,1.0
211,Island Garden City of Samal,Davao Del Norte,Region XI,exact,Island Garden City of Samal,1102317000.0,1.0
212,Mati City,Davao Oriental,Region XI,exact,City of Mati ,1102509000.0,1.0
213,Panabo City,Davao Del Norte,Region XI,exact,City of Panabo,1102315000.0,1.0
214,Tagum City,Davao Del Norte,Region XI,exact,City of Tagum ,1102319000.0,1.0
215,General Santos City,South Cotabato,Region XII,independent_city,City of General Santos,1230800000.0,1.0
216,Kidapawan City,North Cotabato,Region XII,independent_city,City of Kidapawan ,1204704000.0,1.0
217,Koronadal City,South Cotabato,Region XII,exact,City of Koronadal ,1206306000.0,1.0
218,Tacurong City,Sultan Kudarat,Region XII,exact,City of Tacurong,1206511000.0,1.0
219,Bayugan City,Agusan Del Sur,Region XIII,exact,City of Bayugan,1600301000.0,1.0
220,Bislig City,Surigao Del Sur,Region XIII,exact,City of Bislig,1606803000.0,1.0
221,Butuan City,Agusan Del Norte,Region XIII,independent_city,City of Butuan ,1630400000.0,1.0
222,Cabadbaran City,Agusan Del Norte,Region XIII,exact,City of Cabadbaran,1600203000.0,1.0
223,Surigao City,Surigao Del Norte,Region XIII,exact,City of Surigao ,1606724000.0,1.0
224,Tandag City,Surigao Del Sur,Region XIII,exact,City of Tandag ,1606819000.0,1.0
225,Cotabato City,Maguindanao del Norte,BARMM,exact,City of Cotabato,1908703000.0,1.0
226,Lamitan City,Basilan,BARMM,exact,City of Lamitan ,1900702000.0,1.0
227,Marawi City,Lanao Del Sur,BARMM,exact,City of Marawi ,1903617000.0,1.0
228,Pateros,Metro Manila,NCR,independent_city,Pateros,1381701000.0,1.0
229,Bangued,Abra,CAR,exact,Bangued,1400101000.0,1.0
230,Boliney,Abra,CAR,exact,Boliney,1400102000.0,1.0
231,Bucay,Abra,CAR,exact,Bucay,1400103000.0,1.0
232,Bucloc,Abra,CAR,exact,Bucloc,1400104000.0,1.0
233,Daguioman,Abra,CAR,exact,Daguioman,1400105000.0,1.0
234,Danglas,Abra,CAR,exact,Danglas,1400106000.0,1.0
235,Dolores,Abra,CAR,exact,Dolores,1400107000.0,1.0
236,La Paz,Abra,CAR,exact,La Paz,1400108000.0,1.0
237,Lacub,Abra,CAR,exact,Lacub,1400109000.0,1.0
238,Lagangilang,Abra,CAR,exact,Lagangilang,1400110000.0,1.0
239,Lagayan,Abra,CAR,exact,Lagayan,1400111000.0,1.0
240,Langiden,Abra,CAR,exact,Langiden,1400112000.0,1.0
241,Licuan-Baay,Abra,CAR,exact,Licuan-Baay,1400113000.0,1.0
242,Luba,Abra,CAR,exact,Luba,1400114000.0,1.0
243,Malibcong,Abra,CAR,exact,Malibcong,1400115000.0,1.0
244,Manabo,Abra,CAR,exact,Manabo,1400116000.0,1.0
245,Peñarrubia,Abra,CAR,exact,Peñarrubia,1400117000.0,1.0
246,Pidigan,Abra,CAR,exact,Pidigan,1400118000.0,1.0
247,Pilar,Abra,CAR,exact,Pilar,1400119000.0,1.0
248,Sallapadan,Abra,CAR,exact,Sallapadan,1400120000.0,1.0
249,San Isidro,Abra,CAR,exact,San Isidro,1400121000.0,1.0
250,San Juan,Abra,CAR,exact,San Juan,1400122000.0,1.0
251,San Quintin,Abra,CAR,exact,San Quintin,1400123000.0,1.0
252,Tayum,Abra,CAR,exact,Tayum,1400124000.0,1.0
253,Tineg,Abra,CAR,exact,Tineg,1400125000.0,1.0
254,Tubo,Abra,CAR,exact,Tubo,1400126000.0,1.0
255,Villaviciosa,Abra,CAR,exact,Villaviciosa,1400127000.0,1.0
256,Calanasan,Apayao,CAR,exact,Calanasan,1408101000.0,1.0
257,Conner,Apayao,CAR,exact,Conner,1408102000.0,1.0
258,Flora,Apayao,CAR,exact,Flora,1408103000.0,1.0
259,Kabugao,Apayao,CAR,exact,Kabugao,1408104000.0,1.0
260,Luna,Apayao,CAR,exact,Luna,1408105000.0,1.0
261,Pudtol,Apayao,CAR,exact,Pudtol,1408106000.0,1.0
262,Santa Marcela,Apayao,CAR,exact,Santa Marcela,1408107000.0,1.0
263,Atok,Benguet,CAR,exact,Atok,1401101000.0,1.0
264,Bakun,Benguet,CAR,exact,Bakun,1401103000.0,1.0
265,Bokod,Benguet,CAR,exact,Bokod,1401104000.0,1.0
266,Buguias,Benguet,CAR,exact,Buguias,1401105000.0,1.0
267,Itogon,Benguet,CAR,exact,Itogon,1401106000.0,1.0
268,Kabayan,Benguet,CAR,exact,Kabayan,1401107000.0,1.0
269,Kapangan,Benguet,CAR,exact,Kapangan,1401108000.0,1.0
270,Kibungan,Benguet,CAR,exact,Kibungan,1401109000.0,1.0
271,La Trinidad,Benguet,CAR,exact,La Trinidad,1401110000.0,1.0
272,Mankayan,Benguet,CAR,exact,Mankayan,1401111000.0,1.0
273,Sablan,Benguet,CAR,exact,Sablan,1401112000.0,1.0
274,Tuba,Benguet,CAR,exact,Tuba,1401113000.0,1.0
275,Tublay,Benguet,CAR,exact,Tublay,1401114000.0,1.0
276,Aguinaldo,Ifugao,CAR,exact,Aguinaldo,1402708000.0,1.0
277,Alfonso Lista,Ifugao,CAR,exact,Alfonso Lista,1402707000.0,1.0
278,Asipulo,Ifugao,CAR,exact,Asipulo,1402711000.0,1.0
279,Banaue,Ifugao,CAR,exact,Banaue,1402701000.0,1.0
280,Hingyon,Ifugao,CAR,exact,Hingyon,1402709000.0,1.0
281,Hungduan,Ifugao,CAR,exact,Hungduan,1402702000.0,1.0
282,Kiangan,Ifugao,CAR,exact,Kiangan,1402703000.0,1.0
283,Lagawe,Ifugao,CAR,exact,Lagawe,1402704000.0,1.0
284,Lamut,Ifugao,CAR,exact,Lamut,1402705000.0,1.0
285,Mayoyao,Ifugao,CAR,exact,Mayoyao,1402706000.0,1.0
286,Tinoc,Ifugao,CAR,exact,Tinoc,1402710000.0,1.0
287,Balbalan,Kalinga,CAR,exact,Balbalan,1403201000.0,1.0
288,Lubuagan,Kalinga,CAR,exact,Lubuagan,1403206000.0,1.0
289,Pasil,Kalinga,CAR,exact,Pasil,1403208000.0,1.0
290,Pinukpuk,Kalinga,CAR,exact,Pinukpuk,1403209000.0,1.0
291,Rizal,Kalinga,CAR,exact,Rizal,1403211000.0,1.0
292,Tanudan,Kalinga,CAR,exact,Tanudan,1403214000.0,1.0
293,Tinglayan,Kalinga,CAR,exact,Tinglayan,1403215000.0,1.0
294,Barlig,Mountain Province,CAR,exact,Barlig,1404401000.0,1.0
295,Bauko,Mountain Province,CAR,exact,Bauko,1404402000.0,1.0
296,Besao,Mountain Province,CAR,exact,Besao,1404403000.0,1.0
297,Bontoc,Mountain Province,CAR,exact,Bontoc,1404404000.0,1.0
298,Natonin,Mountain Province,CAR,exact,Natonin,1404405000.0,1.0
299,Paracelis,Mountain Province,CAR,exact,Paracelis,1404406000.0,1.0
300,Sabangan,Mountain Province,CAR,exact,Sabangan,1404407000.0,1.0
301,Sadanga,Mountain Province,CAR,exact,Sadanga,1404408000.0,1.0
302,Sagada,Mountain Province,CAR,exact,Sagada,1404409000.0,1.0
303,Tadian,Mountain Province,CAR,exact,Tadian,1404410000.0,1.0
304,Adams,Ilocos Norte,Region I,exact,Adams,102801000.0,1.0
305,Bacarra,Ilocos Norte,Region I,exact,Bacarra,102802000.0,1.0
306,Badoc,Ilocos Norte,Region I,exact,Badoc,102803000.0,1.0
307,Bangui,Ilocos Norte,Region I,exact,Bangui,102804000.0,1.0
308,Banna,Ilocos Norte,Region I,exact,Banna,102811000.0,1.0
309,Burgos,Ilocos Norte,Region I,exact,Burgos,102806000.0,1.0
310,Carasi,Ilocos Norte,Region I,exact,Carasi,102807000.0,1.0
311,Currimao,Ilocos Norte,Region I,exact,Currimao,102808000.0,1.0
312,Dingras,Ilocos Norte,Region I,exact,Dingras,102809000.0,1.0
313,Dumalneg,Ilocos Norte,Region I,exact,Dumalneg,102810000.0,1.0
314,Marcos,Ilocos Norte,Region I,exact,Marcos,102813000.0,1.0
315,Nueva Era,Ilocos Norte,Region I,exact,Nueva Era,102814000.0,1.0
316,Pagudpud,Ilocos Norte,Region I,exact,Pagudpud,102815000.0,1.0
317,Paoay,Ilocos Norte,Region I,exact,Paoay,102816000.0,1.0
318,Pasuquin,Ilocos Norte,Region I,exact,Pasuquin,102817000.0,1.0
319,Piddig,Ilocos Norte,Region I,exact,Piddig,102818000.0,1.0
320,Pinili,Ilocos Norte,Region I,exact,Pinili,102819000.0,1.0
321,San Nicolas,Ilocos Norte,Region I,exact,San Nicolas,102820000.0,1.0
322,Sarrat,Ilocos Norte,Region I,exact,Sarrat,102821000.0,1.0
323,Solsona,Ilocos Norte,Region I,exact,Solsona,102822000.0,1.0
324,Vintar,Ilocos Norte,Region I,exact,Vintar,102823000.0,1.0
325,Alilem,Ilocos Sur,Region I,exact,Alilem,102901000.0,1.0
326,Banayoyo,Ilocos Sur,Region I,exact,Banayoyo,102902000.0,1.0
327,Bantay,Ilocos Sur,Region I,exact,Bantay,102903000.0,1.0
328,Burgos,Ilocos Sur,Region I,exact,Burgos,102904000.0,1.0
329,Cabugao,Ilocos Sur,Region I,exact,Cabugao,102905000.0,1.0
330,Caoayan,Ilocos Sur,Region I,exact,Caoayan,102907000.0,1.0
331,Cervantes,Ilocos Sur,Region I,exact,Cervantes,102908000.0,1.0
332,Galimuyod,Ilocos Sur,Region I,exact,Galimuyod,102909000.0,1.0
333,Gregorio Del Pilar,Ilocos Sur,Region I,exact,Gregorio del Pilar,102910000.0,1.0
334,Lidlidda,Ilocos Sur,Region I,exact,Lidlidda,102911000.0,1.0
335,Magsingal,Ilocos Sur,Region I,exact,Magsingal,102912000.0,1.0
336,Nagbukel,Ilocos Sur,Region I,exact,Nagbukel,102913000.0,1.0
337,Narvacan,Ilocos Sur,Region I,exact,Narvacan,102914000.0,1.0
338,Quirino,Ilocos Sur,Region I,exact,Quirino,102915000.0,1.0
339,Salcedo,Ilocos Sur,Region I,exact,Salcedo,102916000.0,1.0
340,San Emilio,Ilocos Sur,Region I,exact,San Emilio,102917000.0,1.0
341,San Esteban,Ilocos Sur,Region I,exact,San Esteban,102918000.0,1.0
342,San Ildefonso,Ilocos Sur,Region I,exact,San Ildefonso,102919000.0,1.0
343,San Juan,Ilocos Sur,Region I,exact,San Juan,102920000.0,1.0
344,San Vicente,Ilocos Sur,Region I,exact,San Vicente,102921000.0,1.0
345,Santa,Ilocos Sur,Region I,exact,Santa,102922000.0,1.0
346,Santa Catalina,Ilocos Sur,Region I,exact,Santa Catalina,102923000.0,1.0
347,Santa Cruz,Ilocos Sur,Region I,exact,Santa Cruz,102924000.0,1.0
348,Santa Lucia,Ilocos Sur,Region I,exact,Santa Lucia,102925000.0,1.0
349,Santa Maria,Ilocos Sur,Region I,exact,Santa Maria,102926000.0,1.0
350,Santiago,Ilocos Sur,Region I,exact,Santiago,102927000.0,1.0
351,Santo Domingo,Ilocos Sur,Region I,exact,Santo Domingo,102928000.0,1.0
352,Sigay,Ilocos Sur,Region I,exact,Sigay,102929000.0,1.0
353,Sinait,Ilocos Sur,Region I,exact,Sinait,102930000.0,1.0
354,Sugpon,Ilocos Sur,Region I,exact,Sugpon,102931000.0,1.0
355,Suyo,Ilocos Sur,Region I,exact,Suyo,102932000.0,1.0
356,Tagudin,Ilocos Sur,Region I,exact,Tagudin,102933000.0,1.0
357,Agoo,La Union,Region I,exact,Agoo,103301000.0,1.0
358,Aringay,La Union,Region I,exact,Aringay,103302000.0,1.0
359,Bacnotan,La Union,Region I,exact,Bacnotan,103303000.0,1.0
360,Bagulin,La Union,Region I,exact,Bagulin,103304000.0,1.0
361,Balaoan,La Union,Region I,exact,Balaoan,103305000.0,1.0
362,Bangar,La Union,Region I,exact,Bangar,103306000.0,1.0
363,Bauang,La Union,Region I,exact,Bauang,103307000.0,1.0
364,Burgos,La Union,Region I,exact,Burgos,103308000.0,1.0
365,Caba,La Union,Region I,exact,Caba,103309000.0,1.0
366,Luna,La Union,Region I,exact,Luna,103310000.0,1.0
367,Naguilian,La Union,Region I,exact,Naguilian,103311000.0,1.0
368,Pugo,La Union,Region I,exact,Pugo,103312000.0,1.0
369,Rosario,La Union,Region I,exact,Rosario,103313000.0,1.0
370,San Gabriel,La Union,Region I,exact,San Gabriel,103315000.0,1.0
371,San Juan,La Union,Region I,exact,San Juan,103316000.0,1.0
372,Santo Tomas,La Union,Region I,exact,Santo Tomas,103317000.0,1.0
373,Santol,La Union,Region I,exact,Santol,103318000.0,1.0
374,Sudipen,La Union,Region I,exact,Sudipen,103319000.0,1.0
375,Tubao,La Union,Region I,exact,Tubao,103320000.0,1.0
376,Agno,Pangasinan,Region I,exact,Agno,105501000.0,1.0
377,Aguilar,Pangasinan,Region I,exact,Aguilar,105502000.0,1.0
378,Alcala,Pangasinan,Region I,exact,Alcala,105504000.0,1.0
379,Anda,Pangasinan,Region I,exact,Anda,105505000.0,1.0
380,Asingan,Pangasinan,Region I,exact,Asingan,105506000.0,1.0
381,Balungao,Pangasinan,Region I,exact,Balungao,105507000.0,1.0
382,Bani,Pangasinan,Region I,exact,Bani,105508000.0,1.0
383,Basista,Pangasinan,Region I,exact,Basista,105509000.0,1.0
384,Bautista,Pangasinan,Region I,exact,Bautista,105510000.0,1.0
385,Bayambang,Pangasinan,Region I,exact,Bayambang,105511000.0,1.0
386,Binalonan,Pangasinan,Region I,exact,Binalonan,105512000.0,1.0
387,Binmaley,Pangasinan,Region I,exact,Binmaley,105513000.0,1.0
388,Bolinao,Pangasinan,Region I,exact,Bolinao,105514000.0,1.0
389,Bugallon,Pangasinan,Region I,exact,Bugallon,105515000.0,1.0
390,Burgos,Pangasinan,Region I,exact,Burgos,105516000.0,1.0
391,Calasiao,Pangasinan,Region I,exact,Calasiao,105517000.0,1.0
392,Dasol,Pangasinan,Region I,exact,Dasol,105519000.0,1.0
393,Infanta,Pangasinan,Region I,exact,Infanta,105520000.0,1.0
394,Labrador,Pangasinan,Region I,exact,Labrador,105521000.0,1.0
395,Laoac,Pangasinan,Region I,exact,Laoac,105548000.0,1.0
396,Lingayen,Pangasinan,Region I,exact,Lingayen ,105522000.0,1.0
397,Mabini,Pangasinan,Region I,exact,Mabini,105523000.0,1.0
398,Malasiqui,Pangasinan,Region I,exact,Malasiqui,105524000.0,1.0
399,Manaoag,Pangasinan,Region I,exact,Manaoag,105525000.0,1.0
400,Mangaldan,Pangasinan,Region I,exact,Mangaldan,105526000.0,1.0
401,Mangatarem,Pangasinan,Region I,exact,Mangatarem,105527000.0,1.0
402,Mapandan,Pangasinan,Region I,exact,Mapandan,105528000.0,1.0
403,Natividad,Pangasinan,Region I,exact,Natividad,105529000.0,1.0
404,Pozorrubio,Pangasinan,Region I,exact,Pozorrubio,105530000.0,1.0
405,Rosales,Pangasinan,Region I,exact,Rosales,105531000.0,1.0
406,San Fabian,Pangasinan,Region I,exact,San Fabian,105533000.0,1.0
407,San Jacinto,Pangasinan,Region I,exact,San Jacinto,105534000.0,1.0
408,San Manuel,Pangasinan,Region I,exact,San Manuel,105535000.0,1.0
409,San Nicolas,Pangasinan,Region I,exact,San Nicolas,105536000.0,1.0
410,San Quintin,Pangasinan,Region I,exact,San Quintin,105537000.0,1.0
411,Santa Barbara,Pangasinan,Region I,exact,Santa Barbara,105538000.0,1.0
412,Santa Maria,Pangasinan,Region I,exact,Santa Maria,105539000.0,1.0
413,Santo Tomas,Pangasinan,Region I,exact,Santo Tomas,105540000.0,1.0
414,Sison,Pangasinan,Region I,exact,Sison,105541000.0,1.0
415,Sual,Pangasinan,Region I,exact,Sual,105542000.0,1.0
416,Tayug,Pangasinan,Region I,exact,Tayug,105543000.0,1.0
417,Umingan,Pangasinan,Region I,exact,Umingan,105544000.0,1.0
418,Urbiztondo,Pangasinan,Region I,exact,Urbiztondo,105545000.0,1.0
419,Villasis,Pangasinan,Region I,exact,Villasis,105547000.0,1.0
420,Basco,Batanes,Region II,exact,Basco ,200901000.0,1.0
421,Itbayat,Batanes,Region II,exact,Itbayat,200902000.0,1.0
422,Ivana,Batanes,Region II,exact,Ivana,200903000.0,1.0
423,Mahatao,Batanes,Region II,exact,Mahatao,200904000.0,1.0
424,Sabtang,Batanes,Region II,exact,Sabtang,200905000.0,1.0
425,Uyugan,Batanes,Region II,exact,Uyugan,200906000.0,1.0
426,Abulug,Cagayan,Region II,exact,Abulug,201501000.0,1.0
427,Alcala,Cagayan,Region II,exact,Alcala,201502000.0,1.0
428,Allacapan,Cagayan,Region II,exact,Allacapan,201503000.0,1.0
429,Amulung,Cagayan,Region II,exact,Amulung,201504000.0,1.0
430,Aparri,Cagayan,Region II,exact,Aparri,201505000.0,1.0
