lgu_idx,lgu_name,province,region,match_type,matched_to,psgc_muni_code,similarity
789,Dumaran,Palawan,MIMAROPA Region,exact,Dumaran,1705311000.0,1.0
790,El Nido,Palawan,MIMAROPA Region,exact,El Nido,1705312000.0,1.0
791,Kalayaan,Palawan,MIMAROPA Region,exact,Kalayaan,1705321000.0,1.0
792,Linapacan,Palawan,MIMAROPA Region,exact,Linapacan,1705313000.0,1.0
793,Magsaysay,Palawan,MIMAROPA Region,exact,Magsaysay,1705314000.0,1.0
794,Narra,Palawan,MIMAROPA Region,exact,Narra,1705315000.0,1.0
795,Quezon,Palawan,MIMAROPA Region,exact,Quezon,1705317000.0,1.0
796,Rizal,Palawan,MIMAROPA Region,exact,Rizal,1705323000.0,1.0
797,Roxas,Palawan,MIMAROPA Region,exact,Roxas,1705318000.0,1.0
798,San Vicente,Palawan,MIMAROPA Region,exact,San Vicente,1705319000.0,1.0
799,Sofronio Española,Palawan,MIMAROPA Region,exact,Sofronio Española,1705324000.0,1.0
800,Taytay,Palawan,MIMAROPA Region,exact,Taytay,1705320000.0,1.0
801,Alcantara,Romblon,MIMAROPA Region,exact,Alcantara,1705901000.0,1.0
802,Banton,Romblon,MIMAROPA Region,exact,Banton,1705902000.0,1.0
803,Cajidiocan,Romblon,MIMAROPA Region,exact,Cajidiocan,1705903000.0,1.0
804,Calatrava,Romblon,MIMAROPA Region,exact,Calatrava,1705904000.0,1.0
805,Concepcion,Romblon,MIMAROPA Region,exact,Concepcion,1705905000.0,1.0
806,Corcuera,Romblon,MIMAROPA Region,exact,Corcuera,1705906000.0,1.0
807,Ferrol,Romblon,MIMAROPA Region,exact,Ferrol,1705916000.0,1.0
808,Looc,Romblon,MIMAROPA Region,exact,Looc,1705907000.0,1.0
809,Magdiwang,Romblon,MIMAROPA Region,exact,Magdiwang,1705908000.0,1.0
810,Odiongan,Romblon,MIMAROPA Region,exact,Odiongan,1705909000.0,1.0
811,Romblon,Romblon,MIMAROPA Region,exact,Romblon ,1705910000.0,1.0
812,San Agustin,Romblon,MIMAROPA Region,exact,San Agustin,1705911000.0,1.0
813,San Andres,Romblon,MIMAROPA Region,exact,San Andres,1705912000.0,1.0
814,San Fernando,Romblon,MIMAROPA Region,exact,San Fernando,1705913000.0,1.0
815,San Jose,Romblon,MIMAROPA Region,exact,San Jose,1705914000.0,1.0
816,Santa Fe,Romblon,MIMAROPA Region,exact,Santa Fe,1705915000.0,1.0
817,Santa Maria,Romblon,MIMAROPA Region,exact,Santa Maria,1705917000.0,1.0
818,Bacacay,Albay,Region V,exact,Bacacay,500501000.0,1.0
819,Camalig,Albay,Region V,exact,Camalig,500502000.0,1.0
820,Daraga,Albay,Region V,exact,Daraga,500503000.0,1.0
821,Guinobatan,Albay,Region V,exact,Guinobatan,500504000.0,1.0
822,Jovellar,Albay,Region V,exact,Jovellar,500505000.0,1.0
823,Libon,Albay,Region V,exact,Libon,500507000.0,1.0
824,Malilipot,Albay,Region V,exact,Malilipot,500509000.0,1.0
825,Malinao,Albay,Region V,exact,Malinao,500510000.0,1.0
826,Manito,Albay,Region V,exact,Manito,500511000.0,1.0
827,Oas,Albay,Region V,exact,Oas,500512000.0,1.0
828,Pio Duran,Albay,Region V,exact,Pio Duran,500513000.0,1.0
829,Polangui,Albay,Region V,exact,Polangui,500514000.0,1.0
830,Rapu-Rapu,Albay,Region V,exact,Rapu-Rapu,500515000.0,1.0
831,Santo Domingo,Albay,Region V,exact,Santo Domingo,500516000.0,1.0
832,Tiwi,Albay,Region V,exact,Tiwi,500518000.0,1.0
833,Basud,Camarines Norte,Region V,exact,Basud,501601000.0,1.0
834,Capalonga,Camarines Norte,Region V,exact,Capalonga,501602000.0,1.0
835,Daet,Camarines Norte,Region V,exact,Daet ,501603000.0,1.0
836,Jose Panganiban,Camarines Norte,Region V,exact,Jose Panganiban,501605000.0,1.0
837,Labo,Camarines Norte,Region V,exact,Labo,501606000.0,1.0
838,Mercedes,Camarines Norte,Region V,exact,Mercedes,501607000.0,1.0
839,Paracale,Camarines Norte,Region V,exact,Paracale,501608000.0,1.0
840,San Lorenzo Ruiz,Camarines Norte,Region V,exact,San Lorenzo Ruiz,501604000.0,1.0
841,San Vicente,Camarines Norte,Region V,exact,San Vicente,501609000.0,1.0
842,Santa Elena,Camarines Norte,Region V,exact,Santa Elena,501610000.0,1.0
843,Talisay,Camarines Norte,Region V,exact,Talisay,501611000.0,1.0
844,Vinzons,Camarines Norte,Region V,exact,Vinzons,501612000.0,1.0
845,Baao,Camarines Sur,Region V,exact,Baao,501701000.0,1.0
846,Balatan,Camarines Sur,Region V,exact,Balatan,501702000.0,1.0
847,Bato,Camarines Sur,Region V,exact,Bato,501703000.0,1.0
848,Bombon,Camarines Sur,Region V,exact,Bombon,501704000.0,1.0
849,Buhi,Camarines Sur,Region V,exact,Buhi,501705000.0,1.0
850,Bula,Camarines Sur,Region V,exact,Bula,501706000.0,1.0
851,Cabusao,Camarines Sur,Region V,exact,Cabusao,501707000.0,1.0
852,Calabanga,Camarines Sur,Region V,exact,Calabanga,501708000.0,1.0
853,Camaligan,Camarines Sur,Region V,exact,Camaligan,501709000.0,1.0
854,Canaman,Camarines Sur,Region V,exact,Canaman,501710000.0,1.0
855,Caramoan,Camarines Sur,Region V,exact,Caramoan,501711000.0,1.0
856,Del Gallego,Camarines Sur,Region V,exact,Del Gallego,501712000.0,1.0
857,Gainza,Camarines Sur,Region V,exact,Gainza,501713000.0,1.0
858,Garchitorena,Camarines Sur,Region V,exact,Garchitorena,501714000.0,1.0
859,Goa,Camarines Sur,Region V,exact,Goa,501715000.0,1.0
860,Lagonoy,Camarines Sur,Region V,exact,Lagonoy,501717000.0,1.0
861,Libmanan,Camarines Sur,Region V,exact,Libmanan,501718000.0,1.0
862,Lupi,Camarines Sur,Region V,exact,Lupi,501719000.0,1.0
863,Magarao,Camarines Sur,Region V,exact,Magarao,501720000.0,1.0
864,Milaor,Camarines Sur,Region V,exact,Milaor,501721000.0,1.0
865,Minalabac,Camarines Sur,Region V,exact,Minalabac,501722000.0,1.0
866,Nabua,Camarines Sur,Region V,exact,Nabua,501723000.0,1.0
867,Ocampo,Camarines Sur,Region V,exact,Ocampo,501725000.0,1.0
868,Pamplona,Camarines Sur,Region V,exact,Pamplona,501726000.0,1.0
869,Pasacao,Camarines Sur,Region V,exact,Pasacao,501727000.0,1.0
870,Pili,Camarines Sur,Region V,exact,Pili ,501728000.0,1.0
871,Presentacion,Camarines Sur,Region V,exact,Presentacion,501729000.0,1.0
872,Ragay,Camarines Sur,Region V,exact,Ragay,501730000.0,1.0
873,Sagñay,Camarines Sur,Region V,exact,Sagñay,501731000.0,1.0
874,San Fernando,Camarines Sur,Region V,exact,San Fernando,501732000.0,1.0
875,San Jose,Camarines Sur,Region V,exact,San Jose,501733000.0,1.0
876,Sipocot,Camarines Sur,Region V,exact,Sipocot,501734000.0,1.0
877,Siruma,Camarines Sur,Region V,exact,Siruma,501735000.0,1.0
878,Tigaon,Camarines Sur,Region V,exact,Tigaon,501736000.0,1.0
879,Tinambac,Camarines Sur,Region V,exact,Tinambac,501737000.0,1.0
880,Bagamanoc,Catanduanes,Region V,exact,Bagamanoc,502001000.0,1.0
881,Baras,Catanduanes,Region V,exact,Baras,502002000.0,1.0
882,Bato,Catanduanes,Region V,exact,Bato,502003000.0,1.0
883,Caramoran,Catanduanes,Region V,exact,Caramoran,502004000.0,1.0
884,Gigmoto,Catanduanes,Region V,exact,Gigmoto,502005000.0,1.0
885,Pandan,Catanduanes,Region V,exact,Pandan,502006000.0,1.0
886,Panganiban,Catanduanes,Region V,exact,Panganiban,502007000.0,1.0
887,San Andres,Catanduanes,Region V,exact,San Andres,502008000.0,1.0
888,San Miguel,Catanduanes,Region V,exact,San Miguel,502009000.0,1.0
889,Viga,Catanduanes,Region V,exact,Viga,502010000.0,1.0
890,Virac,Catanduanes,Region V,exact,Virac ,502011000.0,1.0
891,Aroroy,Masbate,Region V,exact,Aroroy,504101000.0,1.0
892,Baleno,Masbate,Region V,exact,Baleno,504102000.0,1.0
893,Balud,Masbate,Region V,exact,Balud,504103000.0,1.0
894,Batuan,Masbate,Region V,exact,Batuan,504104000.0,1.0
895,Cataingan,Masbate,Region V,exact,Cataingan,504105000.0,1.0
896,Cawayan,Masbate,Region V,exact,Cawayan,504106000.0,1.0
897,Claveria,Masbate,Region V,exact,Claveria,504107000.0,1.0
898,Dimasalang,Masbate,Region V,exact,Dimasalang,504108000.0,1.0
899,Esperanza,Masbate,Region V,exact,Esperanza,504109000.0,1.0
900,Mandaon,Masbate,Region V,exact,Mandaon,504110000.0,1.0
901,Milagros,Masbate,Region V,exact,Milagros,504112000.0,1.0
902,Mobo,Masbate,Region V,exact,Mobo,504113000.0,1.0
903,Monreal,Masbate,Region V,exact,Monreal,504114000.0,1.0
904,Palanas,Masbate,Region V,exact,Palanas,504115000.0,1.0
905,Pio V. Corpuz,Masbate,Region V,fuzzy_region+province,Pio V. Corpus,504116000.0,0.9230769230769231
906,Placer,Masbate,Region V,exact,Placer,504117000.0,1.0
907,San Fernando,Masbate,Region V,exact,San Fernando,504118000.0,1.0
908,San Jacinto,Masbate,Region V,exact,San Jacinto,504119000.0,1.0
909,San Pascual,Masbate,Region V,exact,San Pascual,504120000.0,1.0
910,Uson,Masbate,Region V,exact,Uson,504121000.0,1.0
911,Barcelona,Sorsogon,Region V,exact,Barcelona,506202000.0,1.0
912,Bulan,Sorsogon,Region V,exact,Bulan,506203000.0,1.0
913,Bulusan,Sorsogon,Region V,exact,Bulusan,506204000.0,1.0
914,Casiguran,Sorsogon,Region V,exact,Casiguran,506205000.0,1.0
915,Castilla,Sorsogon,Region V,exact,Castilla,506206000.0,1.0
916,Donsol,Sorsogon,Region V,exact,Donsol,506207000.0,1.0
917,Gubat,Sorsogon,Region V,exact,Gubat,506208000.0,1.0
918,Irosin,Sorsogon,Region V,exact,Irosin,506209000.0,1.0
919,Juban,Sorsogon,Region V,exact,Juban,506210000.0,1.0
920,Magallanes,Sorsogon,Region V,exact,Magallanes,506211000.0,1.0
921,Matnog,Sorsogon,Region V,exact,Matnog,506212000.0,1.0
922,Pilar,Sorsogon,Region V,exact,Pilar,506213000.0,1.0
923,Prieto Diaz,Sorsogon,Region V,exact,Prieto Diaz,506214000.0,1.0
924,Santa Magdalena,Sorsogon,Region V,exact,Santa Magdalena,506215000.0,1.0
925,Altavas,Aklan,Region VI,exact,Altavas,600401000.0,1.0
926,Balete,Aklan,Region VI,exact,Balete,600402000.0,1.0
927,Banga,Aklan,Region VI,exact,Banga,600403000.0,1.0
928,Batan,Aklan,Region VI,exact,Batan,600404000.0,1.0
929,Buruanga,Aklan,Region VI,exact,Buruanga,600405000.0,1.0
930,Ibajay,Aklan,Region VI,exact,Ibajay,600406000.0,1.0
931,Kalibo,Aklan,Region VI,exact,Kalibo ,600407000.0,1.0
932,Lezo,Aklan,Region VI,exact,Lezo,600408000.0,1.0
933,Libacao,Aklan,Region VI,exact,Libacao,600409000.0,1.0
934,Madalag,Aklan,Region VI,exact,Madalag,600410000.0,1.0
935,Makato,Aklan,Region VI,exact,Makato,600411000.0,1.0
936,Malay,Aklan,Region VI,exact,Malay,600412000.0,1.0
937,Malinao,Aklan,Region VI,exact,Malinao,600413000.0,1.0
938,Nabas,Aklan,Region VI,exact,Nabas,600414000.0,1.0
939,New Washington,Aklan,Region VI,exact,New Washington,600415000.0,1.0
940,Numancia,Aklan,Region VI,exact,Numancia,600416000.0,1.0
941,Tangalan,Aklan,Region VI,exact,Tangalan,600417000.0,1.0
942,Anini-y,Antique,Region VI,exact,Anini-Y,600601000.0,1.0
943,Barbaza,Antique,Region VI,exact,Barbaza,600602000.0,1.0
944,Belison,Antique,Region VI,exact,Belison,600603000.0,1.0
945,Bugasong,Antique,Region VI,exact,Bugasong,600604000.0,1.0
946,Caluya,Antique,Region VI,exact,Caluya,600605000.0,1.0
947,Culasi,Antique,Region VI,exact,Culasi,600606000.0,1.0
948,Hamtic,Antique,Region VI,exact,Hamtic,600608000.0,1.0
949,Laua-an,Antique,Region VI,exact,Laua-An,600609000.0,1.0
950,Libertad,Antique,Region VI,exact,Libertad,600610000.0,1.0
951,Pandan,Antique,Region VI,exact,Pandan,600611000.0,1.0
952,Patnongon,Antique,Region VI,exact,Patnongon,600612000.0,1.0
953,San Jose,Antique,Region VI,exact,San Jose ,600613000.0,1.0
954,San Remigio,Antique,Region VI,exact,San Remigio,600614000.0,1.0
955,Sebaste,Antique,Region VI,exact,Sebaste,600615000.0,1.0
956,Sibalom,Antique,Region VI,exact,Sibalom,600616000.0,1.0
957,Tibiao,Antique,Region VI,exact,Tibiao,600617000.0,1.0
958,Tobias Fornier,Antique,Region VI,exact,Tobias Fornier,600607000.0,1.0
959,Valderrama,Antique,Region VI,exact,Valderrama,600618000.0,1.0
960,Cuartero,Capiz,Region VI,exact,Cuartero,601901000.0,1.0
961,Dao,Capiz,Region VI,exact,Dao,601902000.0,1.0
962,Dumalag,Capiz,Region VI,exact,Dumalag,601903000.0,1.0
963,Dumarao,Capiz,Region VI,exact,Dumarao,601904000.0,1.0
964,Ivisan,Capiz,Region VI,exact,Ivisan,601905000.0,1.0
965,Jamindan,Capiz,Region VI,exact,Jamindan,601906000.0,1.0
966,Ma-ayon,Capiz,Region VI,exact,Ma-Ayon,601907000.0,1.0
967,Mambusao,Capiz,Region VI,exact,Mambusao,601908000.0,1.0
968,Panay,Capiz,Region VI,exact,Panay,601909000.0,1.0
969,Panitan,Capiz,Region VI,exact,Panitan,601910000.0,1.0
970,Pilar,Capiz,Region VI,exact,Pilar,601911000.0,1.0
971,Pontevedra,Capiz,Region VI,exact,Pontevedra,601912000.0,1.0
972,President Roxas,Capiz,Region VI,exact,President Roxas,601913000.0,1.0
973,Sapi-an,Capiz,Region VI,exact,Sapi-An,601915000.0,1.0
974,Sigma,Capiz,Region VI,exact,Sigma,601916000.0,1.0
975,Tapaz,Capiz,Region VI,exact,Tapaz,601917000.0,1.0
976,Buenavista,Guimaras,Region VI,exact,Buenavista,607901000.0,1.0
977,Jordan,Guimaras,Region VI,exact,Jordan ,607902000.0,1.0
978,Nueva Valencia,Guimaras,Region VI,exact,Nueva Valencia,607903000.0,1.0
979,San Lorenzo,Guimaras,Region VI,exact,San Lorenzo,607904000.0,1.0
980,Sibunag,Guimaras,Region VI,exact,Sibunag,607905000.0,1.0
981,Ajuy,Iloilo,Region VI,exact,Ajuy,603001000.0,1.0
982,Alimodian,Iloilo,Region VI,exact,Alimodian,603002000.0,1.0
983,Anilao,Iloilo,Region VI,exact,Anilao,603003000.0,1.0
984,Badiangan,Iloilo,Region VI,exact,Badiangan,603004000.0,1.0
985,Balasan,Iloilo,Region VI,exact,Balasan,603005000.0,1.0
986,Banate,Iloilo,Region VI,exact,Banate,603006000.0,1.0
987,Barotac Nuevo,Iloilo,Region VI,exact,Barotac Nuevo,603007000.0,1.0
988,Barotac Viejo,Iloilo,Region VI,exact,Barotac Viejo,603008000.0,1.0
989,Batad,Iloilo,Region VI,exact,Batad,603009000.0,1.0
990,Bingawan,Iloilo,Region VI,exact,Bingawan,603010000.0,1.0
991,Cabatuan,Iloilo,Region VI,exact,Cabatuan,603012000.0,1.0
992,Calinog,Iloilo,Region VI,exact,Calinog,603013000.0,1.0
993,Carles,Iloilo,Region VI,exact,Carles,603014000.0,1.0
994,Concepcion,Iloilo,Region VI,exact,Concepcion,603015000.0,1.0
995,Dingle,Iloilo,Region VI,exact,Dingle,603016000.0,1.0
996,Dueñas,Iloilo,Region VI,exact,Dueñas,603017000.0,1.0
997,Dumangas,Iloilo,Region VI,exact,Dumangas,603018000.0,1.0
998,Estancia,Iloilo,Region VI,exact,Estancia,603019000.0,1.0
999,Guimbal,Iloilo,Region VI,exact,Guimbal,603020000.0,1.0
1000,Igbaras,Iloilo,Region VI,exact,Igbaras,603021000.0,1.0
1001,Janiuay,Iloilo,Region VI,exact,Janiuay,603023000.0,1.0
1002,Lambunao,Iloilo,Region VI,exact,Lambunao,603025000.0,1.0
1003,Leganes,Iloilo,Region VI,exact,Leganes,603026000.0,1.0
1004,Lemery,Iloilo,Region VI,exact,Lemery,603027000.0,1.0
1005,Leon,Iloilo,Region VI,exact,Leon,603028000.0,1.0
1006,Maasin,Iloilo,Region VI,exact,Maasin,603029000.0,1.0
1007,Miagao,Iloilo,Region VI,exact,Miagao,603030000.0,1.0
1008,Mina,Iloilo,Region VI,exact,Mina,603031000.0,1.0
1009,New Lucena,Iloilo,Region VI,exact,New Lucena,603032000.0,1.0
1010,Oton,Iloilo,Region VI,exact,Oton,603034000.0,1.0
1011,Pavia,Iloilo,Region VI,exact,Pavia,603036000.0,1.0
1012,Pototan,Iloilo,Region VI,exact,Pototan,603037000.0,1.0
1013,San Dionisio,Iloilo,Region VI,exact,San Dionisio,603038000.0,1.0
1014,San Enrique,Iloilo,Region VI,exact,San Enrique,603039000.0,1.0
1015,San Joaquin,Iloilo,Region VI,exact,San Joaquin,603040000.0,1.0
1016,San Miguel,Iloilo,Region VI,exact,San Miguel,603041000.0,1.0
1017,San Rafael,Iloilo,Region VI,exact,San Rafael,603042000.0,1.0
1018,Santa Barbara,Iloilo,Region VI,exact,Santa Barbara,603043000.0,1.0
1019,Sara,Iloilo,Region VI,exact,Sara,603044000.0,1.0
1020,Tigbauan,Iloilo,Region VI,exact,Tigbauan,603045000.0,1.0
1021,Tubungan,Iloilo,Region VI,exact,Tubungan,603046000.0,1.0
1022,Zarraga,Iloilo,Region VI,exact,Zarraga,603047000.0,1.0
1023,Binalbagan,Negros Occidental,Region VI,exact_cross_region,Binalbagan,1804503000.0,1.0
1024,Calatrava,Negros Occidental,Region VI,exact_cross_region,Calatrava,1804505000.0,1.0
1025,Candoni,Negros Occidental,Region VI,exact_cross_region,Candoni,1804506000.0,1.0
1026,Cauayan,Negros Occidental,Region VI,exact_cross_region,Cauayan,1804507000.0,1.0
1027,Enrique B. Magalona,Negros Occidental,Region VI,exact_cross_region,Enrique B. Magalona,1804508000.0,1.0
1028,Hinigaran,Negros Occidental,Region VI,exact_cross_region,Hinigaran,1804511000.0,1.0
1029,Hinoba-an,Negros Occidental,Region VI,exact_cross_region,Hinoba-an,1804512000.0,1.0
1030,Ilog,Negros Occidental,Region VI,exact_cross_region,Ilog,1804513000.0,1.0
1031,Isabela,Negros Occidental,Region VI,exact_cross_region,Isabela,1804514000.0,1.0
1032,La Castellana,Negros Occidental,Region VI,exact_cross_region,La Castellana,1804517000.0,1.0
1033,Manapla,Negros Occidental,Region VI,exact_cross_region,Manapla,1804518000.0,1.0
1034,Moises Padilla,Negros Occidental,Region VI,exact_cross_region,Moises Padilla,1804519000.0,1.0
1035,Murcia,Negros Occidental,Region VI,exact_cross_region,Murcia,1804520000.0,1.0
1036,Pontevedra,Negros Occidental,Region VI,exact_cross_region,Pontevedra,1804521000.0,1.0
1037,Pulupandan,Negros Occidental,Region VI,exact_cross_region,Pulupandan,1804522000.0,1.0
1038,Salvador Benedicto,Negros Occidental,Region VI,exact_cross_region,Salvador Benedicto,1804532000.0,1.0
1039,San Enrique,Negros Occidental,Region VI,exact_cross_region,San Enrique,1804525000.0,1.0
1040,Toboso,Negros Occidental,Region VI,exact_cross_region,Toboso,1804529000.0,1.0
1041,Valladolid,Negros Occidental,Region VI,exact_cross_region,Valladolid,1804530000.0,1.0
1042,Alburquerque,Bohol,Region VII,exact,Alburquerque,701201000.0,1.0
1043,Alicia,Bohol,Region VII,exact,Alicia,701202000.0,1.0
1044,Anda,Bohol,Region VII,exact,Anda,701203000.0,1.0
1045,Antequera,Bohol,Region VII,exact,Antequera,701204000.0,1.0
1046,Baclayon,Bohol,Region VII,exact,Baclayon,701205000.0,1.0
1047,Balilihan,Bohol,Region VII,exact,Balilihan,701206000.0,1.0
1048,Batuan,Bohol,Region VII,exact,Batuan,701207000.0,1.0
1049,Bien Unido,Bohol,Region VII,exact,Bien Unido,701248000.0,1.0
1050,Bilar,Bohol,Region VII,exact,Bilar,701208000.0,1.0
