School ID,school_name,division,region,median_pctile,iqr_pctile,frac_top_n,mean_rank,rank_sd
130578,Malungon Gamay ES,Sarangani,Region XII,0.4392520744561561,0.1519819466248037,0.0,9610.658,1910.1319674399463
129189,Hadji Aton Bangal Elementary School,Davao Oriental,Region XI,0.4392520744561561,0.1415956492487105,0.0,9836.99,1695.9920394565536
131521,Katugasan ES,Cabadbaran City,CARAGA,0.4392240412648576,0.09897118187934517,0.0,9908.3,1230.9933216715679
122288,Himbangan ES,Southern Leyte,Region VIII,0.4391399416909621,0.08481442027360397,0.0,9833.918,1165.0703855458692
118353,Canhaway ES,Bohol,Region VII,0.43911190849966364,0.1367178739627718,0.0,9953.254,1695.7505210036059
132863,Lamela Elementary School,Surigao del Sur,CARAGA,0.4390838753083651,0.053697577932271756,0.0,10018.136,672.7965766143582
129492,Binugao CES,Davao City,Region XI,0.4388315765866786,0.011171226732451245,0.0,10030.486,142.43511436440102
104757,Sta. Barbara ES,Baliwag City,Region III,0.43880354339538014,0.04703969499887872,0.0,10016.652,594.3025348221224
113190,San Roque ES (Bato East),Catanduanes,Region V,0.43880354339538014,0.11580511325409282,0.0,9866.306,1492.955965982922
121180,ABC Hall Elementary School,Leyte,Region VIII,0.4387755102040817,0.28680758017492713,0.0,9675.478,3430.17585985267
106149,Caingin ES,Pampanga,Region III,0.43849517829109663,0.09407938999775739,0.0,9988.628,1238.913925023042
122302,Saint Bernard Central School,Southern Leyte,Region VIII,0.4384110787172012,0.10429748822605966,0.0,9975.924,1350.4867945389174
500047,Buenavista SPED Elementary School,Agusan del Norte,CARAGA,0.4384110787172012,0.16140109890109894,0.0,9645.856,2370.3373412373185
114020,Monte Calvario E/S,Sorsogon,Region V,0.4382709127607087,0.10698867459071543,0.0,10135.606,1301.5851546341482
109461,Amityville Elementary School,Rizal,Region IV-A,0.4381307468042162,0.07421787396277191,0.0,9927.916,930.8960097368556
110575,Maliangcog ES,Oriental Mindoro,Region IV-B,0.4381027136129177,0.05106245795021308,0.0,10343.446,827.6598426189348
120870,Caraycaray Central School,Biliran,Region VIII,0.4380186140390222,0.04361964566046195,0.0,9956.892,624.6434921905454
103621,Mallalatang Elementary School,Isabela,Region II,0.4379905808477237,0.14017997308813634,0.0,10091.606,1592.246483043376
129728,Balingaeng ES,Davao City,Region XI,0.43796254765642517,0.02572045301637138,0.0,10081.306,316.25547957940586
110829,Culandanum Elementary School,Palawan,Region IV-B,0.4379345144651267,0.14662760708679085,0.0,9886.99,1649.8382011276135
151009,EULOGIO CLARENCE M. DE GUZMAN Jr. ELEMENTARY SCHOOL,La Union,Region I,0.43790648127382825,0.035644202736039465,0.0,10211.792,624.8107623400865
